,LOCALITA,DATA,TMEDIA 째C,TMIN 째C,TMAX 째C,PUNTORUGIADA 째C,UMIDITA %,VISIBILITA km,VENTOMEDIA km/h,VENTOMAX km/h,RAFFICA km/h,PRESSIONESLM mb,PRESSIONEMEDIA mb,PIOGGIA mm,FENOMENI
7235,Pavia,25/10/1992,"8,9",2,"17,2","3,1",67.0,"9,3","0,6","9,1",0,0.0,0.0,0,
7236,Pavia,26/10/1992,"11,6",6,"20,2","3,9",59.0,10,5,"14,8",0,0.0,0.0,0,
7237,Pavia,27/10/1992,"11,1",4,"16,3","6,1",71.0,8,"0,4","5,4",0,0.0,0.0,0,
7238,Pavia,28/10/1992,"11,7",10,"13,6","9,8",88.0,"4,5",0,0,0,0.0,0.0,"0,5",Pioggia 
7239,Pavia,29/10/1992,"11,8",9,16,"9,9",88.0,"3,4","2,2","10,7",0,0.0,0.0,0,
7240,Pavia,30/10/1992,"10,3","9,6","11,3","10,1",99.0,"3,1","1,1","11,1",0,0.0,0.0,"57,9",Pioggia 
7241,Pavia,31/10/1992,"11,6","9,9","14,3","10,8",95.0,"3,4","0,6","9,1",0,0.0,0.0,2,Pioggia 
7242,Pavia,01/11/1992,"11,5",11,13,"11,3",99.0,"3,2","1,7","14,8",0,0.0,0.0,14,Pioggia 
7243,Pavia,02/11/1992,"12,5","10,8",16,"11,4",93.0,5,"1,7","7,6",0,0.0,0.0,"0,5",Pioggia 
7244,Pavia,03/11/1992,"13,2",10,16,"11,5",89.0,"3,9","1,7",13,0,0.0,0.0,0,Nebbia 
7245,Pavia,04/11/1992,"12,1","8,5",17,"10,8",92.0,"3,1",0,"7,2",0,0.0,0.0,0,Nebbia 
7246,Pavia,05/11/1992,"11,7",8,17,"11,3",97.0,"1,3",0,"5,4",0,0.0,0.0,0,Nebbia 
7247,Pavia,06/11/1992,"12,2","9,8",15,"11,1",93.0,"2,1","3,1","14,8",0,0.0,0.0,0,Nebbia 
7248,Pavia,07/11/1992,"10,4","9,6","11,4","10,2",99.0,"1,8","0,7","7,6",0,0.0,0.0,0,Nebbia 
7249,Pavia,08/11/1992,"10,7","9,5",12,"10,4",98.0,"1,8","0,2","7,2",0,0.0,0.0,0,Pioggia Nebbia 
7250,Pavia,09/11/1992,"11,6",10,14,"9,6",88.0,"3,2",0,0,0,0.0,0.0,"0,5",
7251,Pavia,10/11/1992,"10,8",5,"12,2","9,7",93.0,"2,9","0,4","9,1",0,0.0,0.0,0,
7252,Pavia,11/11/1992,"8,1",5,"10,1","7,6",97.0,"1,8","1,1","10,7",0,0.0,0.0,0,Pioggia Nebbia 
7253,Pavia,12/11/1992,"10,4",4,17,"1,9",56.0,8,"10,7","24,1",0,0.0,0.0,0,
7254,Pavia,13/11/1992,"5,9","2,3",8,"1,7",74.0,"8,9","3,1","16,5",0,0.0,0.0,0,
7255,Pavia,14/11/1992,"6,8","0,6",13,-1,57.0,"10,1",3,"16,5",0,0.0,0.0,0,
7256,Pavia,15/11/1992,6,"4,8",7,"3,9",86.0,"6,4",0,0,0,0.0,0.0,2,Pioggia 
7257,Pavia,16/11/1992,"6,1",5,"7,1","6,1",100.0,"2,3","3,3","9,4",0,0.0,0.0,"4,1",Pioggia 
7258,Pavia,17/11/1992,"6,9",4,"8,4","5,4",90.0,"4,8","4,1","18,3",0,0.0,0.0,"3,1",Pioggia Nebbia 
7259,Pavia,18/11/1992,"7,6",3,"13,1","-3,8",44.0,10,"7,6","25,9",0,0.0,0.0,0,
7260,Pavia,19/11/1992,"6,6",1,12,"-0,2",62.0,10,"2,2","10,7",0,0.0,0.0,0,
7261,Pavia,20/11/1992,"5,4","-2,2",13,"2,3",80.0,"6,6",0,"9,1",0,0.0,0.0,0,
7262,Pavia,21/11/1992,"6,2","0,6","12,2","3,7",84.0,"3,2","0,2","5,4",0,0.0,0.0,0,
7263,Pavia,22/11/1992,"6,6",-1,"14,2","4,7",88.0,"2,4","1,1","7,6",0,0.0,0.0,0,Nebbia 
7264,Pavia,23/11/1992,"6,3","2,4","12,5","4,9",91.0,"1,8",0,0,0,0.0,0.0,0,Nebbia 
7265,Pavia,24/11/1992,"4,9","2,8",7,"4,9",100.0,0,"0,9","9,1",0,0.0,0.0,0,Nebbia 
7266,Pavia,25/11/1992,"7,2",5,"9,2","6,7",97.0,"1,9",2,"10,7",0,0.0,0.0,0,Nebbia 
7267,Pavia,26/11/1992,"10,1",8,12,9,93.0,"2,1","1,1","9,1",0,0.0,0.0,0,
7268,Pavia,27/11/1992,"5,6",2,"9,5","5,6",100.0,"0,3","0,4","7,2",0,0.0,0.0,0,Nebbia 
7269,Pavia,28/11/1992,"5,7",1,10,"5,4",98.0,"0,8","2,4","73,7",0,0.0,0.0,0,Nebbia 
7270,Pavia,29/11/1992,"5,3","3,2","7,4",0,0.0,"1,1",0,0,0,0.0,0.0,0,Nebbia 
7271,Pavia,30/11/1992,"8,6","4,3",11,"6,7",88.0,"2,7","0,2","7,6",0,0.0,0.0,0,
7272,Pavia,01/12/1992,"8,9","7,5",10,"7,9",93.0,"2,6",0,"9,1",0,0.0,0.0,0,
7273,Pavia,02/12/1992,"8,1","7,7",9,"8,1",100.0,"1,1",0,0,0,0.0,0.0,"3,1",Pioggia Nebbia 
7274,Pavia,03/12/1992,"8,3",7,10,"8,2",99.0,"2,4","3,9",13,0,0.0,0.0,"9,9",Pioggia 
7275,Pavia,04/12/1992,"7,4",2,11,"5,8",90.0,"5,6","8,5","20,6",0,0.0,0.0,0,Pioggia Nebbia 
7276,Pavia,05/12/1992,"8,4",7,10,"6,4",87.0,"7,2","11,9","34,8",0,0.0,0.0,29,Pioggia 
7277,Pavia,06/12/1992,"8,9",1,"13,3","-5,1",37.0,"10,3",15,"27,8",0,0.0,0.0,"3,1",
7278,Pavia,07/12/1992,"3,2","-0,5",6,"0,7",84.0,"9,3",0,"9,1",0,0.0,0.0,0,Pioggia 
7279,Pavia,08/12/1992,"4,6",3,"6,1","4,4",99.0,4,"2,8","9,1",0,0.0,0.0,13,Pioggia 
7280,Pavia,09/12/1992,"6,8","5,5","8,4","6,6",99.0,6,"1,5",13,0,0.0,0.0,"7,9",Pioggia 
7281,Pavia,10/12/1992,"6,6",3,10,"5,8",95.0,"5,3","0,4","7,2",0,0.0,0.0,0,Nebbia 
7282,Pavia,11/12/1992,"5,7",4,"9,4","4,7",93.0,"3,5","2,6","11,1",0,0.0,0.0,0,Nebbia 
7283,Pavia,12/12/1992,"4,3","0,5","10,2","3,4",94.0,"2,9","2,8","9,1",0,0.0,0.0,0,Nebbia 
7284,Pavia,13/12/1992,"2,8","1,8",4,"2,7",99.0,"0,5",0,"1,9",0,0.0,0.0,0,Nebbia 
7285,Pavia,14/12/1992,"1,3","-0,4",3,0,0.0,"0,5","1,5","9,4",0,0.0,0.0,0,Nebbia 
7286,Pavia,15/12/1992,"1,7","0,7",3,"1,7",100.0,"0,2",0,0,0,1024.0,1011.0,0,Nebbia 
7287,Pavia,16/12/1992,"2,8",2,5,"2,7",99.0,"0,6","0,6","7,2",0,0.0,0.0,0,Nebbia 
7288,Pavia,17/12/1992,"3,2",2,5,"2,4",94.0,"5,5","0,7","5,4",0,0.0,0.0,0,Nebbia 
7289,Pavia,18/12/1992,"3,8",3,"5,2","2,6",92.0,"3,4","4,4","10,7",0,0.0,0.0,0,
7290,Pavia,19/12/1992,"2,2",1,3,"1,9",98.0,"3,2","7,8","11,1",0,0.0,0.0,0,Nebbia 
7291,Pavia,20/12/1992,"2,1","-10,8",15,"1,7",97.0,"1,6",0,"5,4",0,0.0,0.0,0,Nebbia 
7292,Pavia,21/12/1992,"4,1","2,6","5,4","2,9",92.0,"3,1","1,3","10,7",0,0.0,0.0,0,
7293,Pavia,22/12/1992,"5,3","3,6","7,1","4,1",92.0,"2,4","0,7","5,4",0,0.0,0.0,0,
7294,Pavia,23/12/1992,6,4,"8,2","4,3",89.0,"3,5",0,0,0,0.0,0.0,0,
7295,Pavia,24/12/1992,"5,2",3,"6,2","3,8",91.0,"4,2",0,0,0,0.0,0.0,0,Pioggia 
7296,Pavia,25/12/1992,"2,8",-1,"6,3","1,1",89.0,"4,8","0,9","7,2",0,0.0,0.0,0,
7297,Pavia,26/12/1992,"-0,3","-3,6","4,6",-4,76.0,"7,7",0,0,0,0.0,0.0,0,
7298,Pavia,27/12/1992,"-0,5",-4,"4,2","-1,6",92.0,"4,8","2,6",13,0,0.0,0.0,0,Nebbia 
7299,Pavia,28/12/1992,"0,9",-3,"5,4",-6,60.0,"6,8","4,1","14,8",0,0.0,0.0,0,Nebbia 
7300,Pavia,29/12/1992,"-1,2","-5,2",5,"-5,4",73.0,"8,7",0,0,0,0.0,0.0,0,
7301,Pavia,30/12/1992,"-1,8",-6,4,"-3,5",88.0,"4,3",0,"5,4",0,0.0,0.0,0,
7302,Pavia,31/12/1992,"-1,4",-6,"5,2","-3,1",88.0,"2,6",0,"1,9",0,0.0,0.0,0,Nebbia 
7303,Pavia,01/1/1993,"-2,3",-7,3,"-4,6",84.0,4,"1,7","9,1",0,0.0,0.0,0,Nebbia 
7304,Pavia,02/1/1993,"-3,5",-7,4,"-5,1",89.0,"6,9","3,7","16,5",0,0.0,0.0,0,Neve 
7305,Pavia,03/1/1993,"-3,5",-8,1,"-7,9",71.0,"8,4","0,7","9,4",0,0.0,0.0,0,
7306,Pavia,04/1/1993,"-2,1","-6,4","1,5","-7,6",66.0,"10,1","1,3","9,1",0,0.0,0.0,0,
7307,Pavia,05/1/1993,"-2,1",-7,"3,6","-5,2",79.0,"5,3","0,4","9,1",0,0.0,0.0,0,
7308,Pavia,06/1/1993,"0,3","-5,8","6,3","-3,8",0.0,"4,5","1,7","10,7",0,0.0,0.0,0,
7309,Pavia,07/1/1993,"1,4","-3,5","7,2","-2,7",74.0,"6,8","1,1","10,7",0,0.0,0.0,0,
7310,Pavia,08/1/1993,"3,4","-2,4","12,4","-0,1",78.0,"3,7",0,0,0,0.0,0.0,0,
7311,Pavia,09/1/1993,"1,9",-7,9,"-0,1",87.0,"1,4",0,0,0,0.0,0.0,0,Nebbia 
7312,Pavia,10/1/1993,"4,5",-1,"7,3","2,6",87.0,"1,8",0,"7,2",0,0.0,0.0,0,Nebbia 
7313,Pavia,11/1/1993,"4,4",3,6,"4,4",100.0,"0,5",0,0,0,0.0,0.0,0,Pioggia 
7314,Pavia,12/1/1993,"5,3",4,"6,2","5,3",100.0,"0,5","0,9","9,4",0,0.0,0.0,"3,1",Pioggia Nebbia 
7315,Pavia,13/1/1993,"5,8","4,7",7,"5,8",100.0,"0,6",0,0,0,0.0,0.0,0,Pioggia Nebbia 
7316,Pavia,14/1/1993,"6,7",4,"9,4","6,6",99.0,1,"2,2","10,7",0,0.0,0.0,"0,5",Pioggia Nebbia 
7317,Pavia,15/1/1993,"6,8","5,7","8,2","6,4",97.0,"1,6","1,7","10,7",0,0.0,0.0,0,Nebbia 
7318,Pavia,16/1/1993,"5,1",4,"6,1","5,1",100.0,"1,6","3,3","9,4",0,0.0,0.0,0,Nebbia 
7319,Pavia,17/1/1993,"4,2","1,4",7,0,0.0,1,"4,8","10,7",0,0.0,0.0,0,Nebbia 
7320,Pavia,18/1/1993,"4,4","1,8",7,"3,8",96.0,"3,2",2,"10,7",0,0.0,0.0,0,Pioggia Nebbia 
7321,Pavia,19/1/1993,"5,5",1,"8,3",5,97.0,"2,1","3,3","14,8",0,0.0,0.0,0,Nebbia 
7322,Pavia,20/1/1993,"3,2","-0,2",6,"3,2",100.0,"0,2",0,"7,2",0,0.0,0.0,0,Nebbia 
7323,Pavia,21/1/1993,"3,3","-1,1",11,"1,9",91.0,"1,6","1,5","9,4",0,0.0,0.0,0,Nebbia 
7324,Pavia,22/1/1993,"2,1","0,5",5,"2,1",100.0,"0,2","0,2","5,4",0,0.0,0.0,0,Nebbia 
7325,Pavia,23/1/1993,"3,7",1,9,"3,2",97.0,"1,6","3,9","11,1",0,0.0,0.0,0,Nebbia 
7326,Pavia,24/1/1993,"5,6","2,7","9,2",5,96.0,"1,1","3,1","10,7",0,0.0,0.0,0,Nebbia 
7327,Pavia,25/1/1993,"5,7",2,12,"1,8",76.0,"2,9","9,6","33,2","46,1",0.0,0.0,0,Nebbia 
7328,Pavia,26/1/1993,"7,3","2,6",12,"-7,4",34.0,"10,9","12,4","46,1","64,8",0.0,0.0,0,
7329,Pavia,27/1/1993,"5,4","-1,1",12,"-0,2",67.0,"11,3","9,6","29,4",0,0.0,0.0,0,
7330,Pavia,28/1/1993,"3,7","1,2","6,2","1,1",83.0,"4,2","0,7","5,4",0,0.0,0.0,0,
7331,Pavia,29/1/1993,"6,4",1,"10,2","3,9",84.0,"3,4","3,5","11,1",0,0.0,0.0,0,Nebbia 
7332,Pavia,30/1/1993,"3,2","-1,3","6,5","1,1",86.0,"3,7","5,2",13,0,0.0,0.0,0,Nebbia 
7333,Pavia,31/1/1993,"3,1",-1,"6,4","-2,5",67.0,8,"2,2","9,4",0,0.0,0.0,0,
7334,Pavia,01/2/1993,"1,6","-4,3","8,4","-0,6",85.0,"3,4",3,"11,1",0,0.0,0.0,0,Nebbia 
7335,Pavia,02/2/1993,"2,2",-6,11,"-1,7",75.0,"3,2",0,0,0,0.0,0.0,0,Nebbia 
7336,Pavia,03/2/1993,"3,9",-4,"13,4","-0,7",72.0,"2,3",0,"60,7",0,0.0,0.0,0,Nebbia 
7337,Pavia,04/2/1993,4,-4,"12,4",0,0.0,"2,4","0,7","9,1",0,0.0,0.0,0,Nebbia 
7338,Pavia,05/2/1993,"5,3","-0,9",14,"0,2",70.0,"3,7","1,1","9,4",0,0.0,0.0,0,
7339,Pavia,06/2/1993,"6,3","-1,6","14,3","1,7",72.0,"5,6","2,6",13,0,0.0,0.0,0,
7340,Pavia,07/2/1993,"8,2","2,4",14,6,86.0,"4,7","2,4",13,"64,8",0.0,0.0,0,
7341,Pavia,08/2/1993,"4,7","-0,8","10,2","3,1",89.0,"1,8","1,1","7,6",0,0.0,0.0,0,Nebbia 
7342,Pavia,09/2/1993,"2,2",-2,"6,2","2,1",99.0,"0,2","0,9","9,1",0,0.0,0.0,0,Nebbia 
7343,Pavia,10/2/1993,"2,8",1,6,"2,5",98.0,"0,3","1,9","10,7",0,0.0,0.0,0,Nebbia 
7344,Pavia,11/2/1993,"1,7","-2,8","6,2","1,6",99.0,"0,3","1,5","25,9",0,0.0,0.0,0,Nebbia 
7345,Pavia,12/2/1993,"2,9",-1,10,"0,9",87.0,"1,6","0,4","7,2",0,0.0,0.0,0,Nebbia 
7346,Pavia,13/2/1993,"3,8","-4,4",13,"0,1",77.0,"2,3","2,6",13,0,0.0,0.0,0,Nebbia 
7347,Pavia,14/2/1993,"4,2","-4,5",15,"-0,8",70.0,"2,6",0,0,0,0.0,0.0,0,Nebbia 
7348,Pavia,15/2/1993,"2,7","-1,6",7,"0,1",83.0,"4,5","3,3",13,0,0.0,0.0,0,
7349,Pavia,16/2/1993,"3,6","1,8","5,4","-0,3",76.0,"5,3","2,6","9,4",0,0.0,0.0,0,
7350,Pavia,17/2/1993,"2,8",-1,7,"-1,7",72.0,"5,1",3,13,0,0.0,0.0,0,
7351,Pavia,18/2/1993,"3,4","-3,7",12,"-0,5",76.0,"3,5","0,7","9,1",0,0.0,0.0,0,
7352,Pavia,19/2/1993,"4,9",-2,11,"0,2",72.0,"3,7","4,8","25,9",0,0.0,0.0,0,
7353,Pavia,20/2/1993,"9,2",3,16,"-6,8",32.0,10,15,"27,8",0,0.0,0.0,0,
7354,Pavia,21/2/1993,"6,4","-1,2",14,"-5,6",42.0,"10,5","20,2","73,7","96,1",0.0,0.0,0,
7355,Pavia,22/2/1993,"5,2",2,9,"-9,6",33.0,"13,5","27,4","46,5","53,5",0.0,0.0,0,
7356,Pavia,23/2/1993,"2,3",-4,"7,1","-14,3",28.0,"10,8","9,8","24,1",0,0.0,0.0,0,
7357,Pavia,24/2/1993,"0,7","-5,7","6,4","-11,2",40.0,"10,5","3,1",13,0,0.0,0.0,0,
7358,Pavia,25/2/1993,"2,2",-6,10,"-8,7",44.0,"9,3","1,3","16,5",0,0.0,0.0,0,
7359,Pavia,26/2/1993,"3,4","-4,5",10,"-4,1",58.0,"7,1","1,9","10,7",0,0.0,0.0,0,
7360,Pavia,27/2/1993,"5,6","2,7",10,"0,9",72.0,"5,6","0,6","9,1",0,0.0,0.0,0,
7361,Pavia,28/2/1993,"4,6","3,7",6,"4,1",97.0,"4,3","3,7",13,0,0.0,0.0,"9,9",Pioggia 
7362,Pavia,01/3/1993,"4,6",2,"6,2","4,3",98.0,"4,2",3,"14,8",0,0.0,0.0,"24,9",Pioggia 
7363,Pavia,02/3/1993,4,"1,8","6,2","3,6",97.0,4,"9,1","23,7",0,0.0,0.0,"6,1",Pioggia 
7364,Pavia,03/3/1993,5,"2,4",8,"3,6",91.0,"5,3","4,1","10,7",0,0.0,0.0,0,
7365,Pavia,04/3/1993,"3,2","1,1","5,3","2,9",98.0,"2,1","1,1","9,1",0,0.0,0.0,0,Pioggia Nebbia 
7366,Pavia,05/3/1993,"2,6",-1,"7,4","-1,5",74.0,"4,8","4,4","18,3",0,0.0,0.0,0,Nebbia 
7367,Pavia,06/3/1993,"3,8","-3,2","11,4","-0,4",74.0,"4,3","3,1","11,1",0,0.0,0.0,0,
7368,Pavia,07/3/1993,"4,8","-1,3",11,"1,3",78.0,"3,4","5,4","16,5",0,0.0,0.0,0,
7369,Pavia,08/3/1993,"4,9",1,10,"0,1",71.0,8,"3,9",13,0,0.0,0.0,0,
7370,Pavia,09/3/1993,"5,1",-2,12,"-0,3",68.0,6,"2,2","9,1",0,0.0,0.0,0,
7371,Pavia,10/3/1993,"6,6",-1,"13,5","0,4",65.0,"5,5","2,2","9,1",0,0.0,0.0,0,
7372,Pavia,11/3/1993,"8,3","-0,5","15,1","3,2",70.0,8,"7,6","18,3",0,0.0,0.0,0,
7373,Pavia,12/3/1993,"8,8","2,7",15,"4,6",75.0,"5,8","1,3","9,4",0,0.0,0.0,0,
7374,Pavia,13/3/1993,"10,3",5,"16,2",4,65.0,"7,6",2,"9,4",0,0.0,0.0,0,
7375,Pavia,14/3/1993,"8,3","1,5","16,2",3,69.0,"4,7","1,1","9,1",0,0.0,0.0,0,Nebbia 
7376,Pavia,15/3/1993,"8,7",1,"16,3","3,4",69.0,"4,3","0,7","7,6",0,0.0,0.0,0,Nebbia 
7377,Pavia,16/3/1993,"10,3",2,18,"4,3",66.0,"5,6","2,6",13,0,0.0,0.0,0,
7378,Pavia,17/3/1993,"13,4","5,8",21,"5,8",60.0,"6,4","8,9","23,7",0,0.0,0.0,0,
7379,Pavia,18/3/1993,"15,2","5,5",25,"7,6",60.0,"6,9","2,2","18,3",0,0.0,0.0,0,
7380,Pavia,19/3/1993,"15,3",10,"22,2","10,1",71.0,"6,1","5,4","11,1",0,0.0,0.0,0,
7381,Pavia,20/3/1993,"14,3","7,5",22,"9,1",71.0,"3,5","0,9","7,2",0,0.0,0.0,0,
7382,Pavia,21/3/1993,"13,4","7,6",19,"9,4",77.0,"5,1","6,3","20,2",0,0.0,0.0,0,
7383,Pavia,22/3/1993,"13,9","10,9","17,4","10,3",79.0,"6,4","1,9","11,1",0,0.0,0.0,0,
7384,Pavia,23/3/1993,"13,7",9,18,"10,1",79.0,"5,5","2,4","9,1",0,0.0,0.0,0,
7385,Pavia,24/3/1993,"11,3",8,"13,1","10,8",97.0,"2,6","5,9","18,3",0,1019.0,1006.0,"5,1",Pioggia 
7386,Pavia,25/3/1993,"6,7",5,"8,4","5,7",93.0,"8,2","5,4","21,9",0,0.0,0.0,"19,1",Pioggia 
7387,Pavia,26/3/1993,"6,6","-1,2",13,"-3,4",49.0,"10,9","4,3","18,3","40,7",1017.0,1004.0,0,Nebbia 
7388,Pavia,27/3/1993,"7,1","0,9","12,2","-11,2",26.0,"16,1","15,9","27,8",0,1013.0,1000.0,0,
7389,Pavia,28/3/1993,"6,9","1,7","12,1","-10,9",27.0,"10,9","8,7","23,7",0,0.0,0.0,0,
7390,Pavia,29/3/1993,"5,8","-2,6","12,4","-7,2",39.0,"15,6","3,5",13,0,1016.0,1003.0,0,
7391,Pavia,30/3/1993,"7,3",-1,"14,3","-3,1",48.0,"12,6","1,7","9,4",0,1022.0,1009.0,0,
7392,Pavia,31/3/1993,9,1,16,"2,2",62.0,"9,5","1,7",13,0,0.0,0.0,0,
7393,Pavia,01/4/1993,"9,9","3,6",13,"6,2",78.0,"5,6","1,1","9,1",0,1019.0,1006.0,0,
7394,Pavia,02/4/1993,"10,4",6,"15,4","7,4",82.0,"4,5","10,7","33,2",0,1009.0,996.0,0,Pioggia 
7395,Pavia,03/4/1993,"9,6",8,"11,3","8,1",90.0,"5,3","3,7",13,0,1010.0,997.0,1,Pioggia 
7396,Pavia,04/4/1993,"8,5",-1,18,"7,4",93.0,"4,7","2,2","10,7",0,1011.0,998.0,13,Pioggia 
7397,Pavia,05/4/1993,"9,9","2,9","16,1",5,72.0,"9,2",2,"9,1",0,1014.0,1002.0,2,
7398,Pavia,06/4/1993,"12,2","3,6","18,2","5,3",63.0,"9,5","4,6","14,8",0,1010.0,997.0,0,
7399,Pavia,07/4/1993,"14,1","5,4",23,"5,9",58.0,"8,4","4,6","21,9",0,1007.0,995.0,0,
7400,Pavia,08/4/1993,13,7,"17,1","10,7",86.0,"3,9","5,2","21,9",0,1011.0,998.0,0,
7401,Pavia,09/4/1993,"13,4","7,8",18,"7,4",67.0,"7,4","7,6","14,8",0,1017.0,1004.0,0,
7402,Pavia,10/4/1993,"9,3",8,12,"9,1",99.0,"3,9",3,"9,4",0,1014.0,1001.0,"11,9",Pioggia 
7403,Pavia,11/4/1993,10,"7,7","14,4","8,3",89.0,"7,2","1,1","7,2",0,1006.0,993.0,0,Pioggia 
7404,Pavia,12/4/1993,"11,1",8,16,"7,8",80.0,"6,9","3,9","18,3",0,1003.0,990.0,0,Pioggia 
7405,Pavia,13/4/1993,"10,3",8,13,"8,4",88.0,"8,4","5,2",13,0,1004.0,992.0,1,Pioggia Temporale 
7406,Pavia,14/4/1993,"10,6","4,7","15,8",8,84.0,"4,7","1,1",13,0,1012.0,999.0,"0,5",Pioggia Nebbia 
7407,Pavia,15/4/1993,"11,4","7,9","15,3","8,7",83.0,"7,2","5,9","14,8",0,1010.0,997.0,1,Pioggia 
7408,Pavia,16/4/1993,"13,2",5,20,"7,7",69.0,"6,9","2,2","9,1",0,1015.0,1002.0,0,
7409,Pavia,17/4/1993,"13,7","7,4","18,2","7,4",66.0,"8,4","2,2","9,4",0,1019.0,1006.0,0,
7410,Pavia,18/4/1993,"14,7","6,6",22,"6,6",58.0,"8,5","6,5","14,8",0,1019.0,1007.0,0,
7411,Pavia,19/4/1993,"15,2",10,"20,4","10,9",75.0,8,13,"21,9",0,1019.0,1006.0,0,
7412,Pavia,20/4/1993,"15,3","9,3","21,2","10,8",75.0,8,"6,3","14,8",0,1020.0,1007.0,0,
7413,Pavia,21/4/1993,"16,3",10,22,"8,4",59.0,"7,9","2,6","11,1",0,1018.0,1006.0,0,
7414,Pavia,22/4/1993,"16,3","7,4","23,4","6,1",51.0,9,"2,8","10,7",0,1016.0,1003.0,0,
7415,Pavia,23/4/1993,"16,9",8,"23,3","7,3",53.0,"7,7","2,2","9,4",0,1015.0,1002.0,0,
7416,Pavia,24/4/1993,"15,9","10,8","20,3","9,2",64.0,"6,6","3,3","10,7",0,1013.0,1000.0,0,Pioggia 
7417,Pavia,25/4/1993,"12,4",11,"15,2","11,5",94.0,"6,3",8,"16,5",0,1013.0,1000.0,"7,1",Pioggia 
7418,Pavia,26/4/1993,"13,4",11,16,"11,8",90.0,"4,7","3,9",13,0,1016.0,1004.0,"8,9",Pioggia 
7419,Pavia,27/4/1993,"16,2",10,22,"10,8",70.0,"7,2","1,7","9,4",0,1016.0,1003.0,0,
7420,Pavia,28/4/1993,"14,9",11,18,"12,2",84.0,"6,3","4,3","16,5",0,1013.0,1001.0,0,Pioggia 
7421,Pavia,29/4/1993,"13,2","8,4",18,"12,9",98.0,"6,3","4,4",13,0,1013.0,1001.0,"7,1",Pioggia Nebbia 
7422,Pavia,30/4/1993,"13,6",1,"17,1","11,8",89.0,"4,5","2,8","11,1",0,1014.0,1001.0,2,Pioggia Temporale Nebbia 
7423,Pavia,01/5/1993,"13,4",10,"15,6","12,4",94.0,"4,8","1,1","9,1",0,0.0,0.0,"6,1",Pioggia Temporale 
7424,Pavia,02/5/1993,"13,9","8,5",20,"10,5",80.0,"6,4","3,5",13,0,0.0,0.0,0,Nebbia 
7425,Pavia,03/5/1993,"16,1","10,6","22,4","11,6",75.0,"9,5","1,1","9,1",0,0.0,0.0,0,
7426,Pavia,04/5/1993,"18,3","9,8",25,"10,6",61.0,"9,8","0,7","9,4",0,0.0,0.0,0,
7427,Pavia,05/5/1993,"18,2","11,5","24,3","11,6",65.0,9,"4,8","14,8",0,0.0,0.0,0,
7428,Pavia,06/5/1993,"16,2",13,18,"13,4",83.0,"7,7","4,1",13,0,0.0,0.0,"0,5",Pioggia 
7429,Pavia,07/5/1993,"16,8","10,8",23,"11,9",73.0,"9,7","3,1",13,0,0.0,0.0,0,Pioggia 
7430,Pavia,08/5/1993,"17,3","10,7",24,"11,7",70.0,10,"2,6","18,3",0,0.0,0.0,"0,5",Temporale 
7431,Pavia,09/5/1993,"18,2",12,"24,2","11,9",67.0,10,2,"10,7",0,0.0,0.0,0,Pioggia Temporale 
7432,Pavia,10/5/1993,"19,2","11,9",26,"12,2",64.0,"8,5","1,3","9,1",0,0.0,0.0,1,
7433,Pavia,11/5/1993,"16,4",14,18,"14,4",88.0,"6,1","3,3","10,7",0,0.0,0.0,"4,6",Pioggia 
7434,Pavia,12/5/1993,"15,6",13,"18,3","13,7",88.0,"6,8","3,1",13,0,0.0,0.0,"10,9",Pioggia Temporale 
7435,Pavia,13/5/1993,"15,8","12,6",20,"12,7",82.0,"8,7","3,1","11,1",0,0.0,0.0,"7,9",Pioggia Temporale 
7436,Pavia,14/5/1993,"17,7","10,2",24,"11,9",69.0,8,"2,4",13,0,0.0,0.0,0,
7437,Pavia,15/5/1993,"18,8","10,6",25,"12,6",67.0,"9,7","6,1","16,5",0,0.0,0.0,0,Pioggia Temporale 
7438,Pavia,16/5/1993,"19,6",13,25,"13,1",66.0,"10,6","2,4",13,0,0.0,0.0,0,Pioggia 
7439,Pavia,17/5/1993,"19,2","12,8","25,7",13,67.0,"10,5","1,9","5,4",0,1017.0,1004.0,0,
7440,Pavia,18/5/1993,22,15,"27,2","13,7",59.0,"7,7","4,6","10,7",0,1014.0,1001.0,0,
7441,Pavia,19/5/1993,"18,7","15,3","21,5","14,1",75.0,"10,3","6,9","14,8",0,0.0,0.0,0,Pioggia 
7442,Pavia,20/5/1993,"19,5","13,5","23,6",15,75.0,"9,3","2,8","14,8",0,0.0,0.0,1,Pioggia 
7443,Pavia,21/5/1993,"17,1",12,"21,8","12,4",74.0,"9,5","7,6","29,4",0,0.0,0.0,"7,9",Pioggia Temporale 
7444,Pavia,22/5/1993,"17,2",8,24,"9,5",61.0,"12,1","3,9",13,0,0.0,0.0,0,
7445,Pavia,23/5/1993,"19,8","12,1",27,"10,2",54.0,10,"2,2","9,1",0,0.0,0.0,0,
7446,Pavia,24/5/1993,"21,9","12,8",28,"12,2",54.0,"10,1","2,8",13,0,0.0,0.0,0,
7447,Pavia,25/5/1993,"23,6","15,4",30,"14,6",57.0,"9,5","1,9","9,1",0,0.0,0.0,0,
7448,Pavia,26/5/1993,"24,6","17,8","31,7","15,2",56.0,"7,9","4,3","11,1",0,0.0,0.0,0,
7449,Pavia,27/5/1993,"22,9",19,27,"15,4",63.0,"9,8","3,9","11,1",0,0.0,0.0,0,Pioggia 
